elide,answer
elute,guess
elvan,reject
elver,reject
emend,answer
enoki,guess
envoi,guess
eosin,reject
epact,reject
ephah,reject
ephod,reject
ergon,reject
erven,reject
esker,reject
estop,reject
estro,reject
etage,reject
etape,reject
exult,answer
facer,guess
facia,guess
faddy,reject
faena,reject
fagot,guess
fakie,reject
fanes,reject
faqir,guess
farad,guess
fauve,guess
fazes,answer
felid,guess
felly,reject
fenny,reject
feres,reject
ferny,reject
fesse,reject
fiche,guess
fifer,guess
filch,answer
finny,reject
fiord,answer
firer,guess
fitly,answer
flays,answer
fleer,guess
flite,guess
flogs,answer
fluky,answer
flyte,guess
foehn,reject
fogey,answer
folky,answer
foram,reject
forbs,guess
foxed,answer
frags,answer
fraps,reject
frass,reject
fremd,reject
frier,guess
frits,reject
frons,reject
frump,answer
fucus,reject
fugal,reject
fungo,guess
furan,reject
fusee,reject
fusel,reject
fusil,guess
fusty,answer
gaged,guess
gager,reject
galah,reject
galax,reject
galop,reject
gamin,guess
gappy,reject
garni,reject
garum,reject
gawky,answer
gazer,answer
geats,reject
geest,reject
gelid,answer
gemmy,reject
genal,reject
genic,reject
geoid,reject
germy,answer
gesso,guess
ghaut,reject
ghyll,reject
gibus,reject
gigot,reject
gigue,guess
gilet,guess
gimel,reject
gimpy,reject
girds,answer
giron,reject
gismo,guess
gleba,reject
gleed,reject
gloop,reject
gluey,answer
glume,reject
gnaws,answer
godet,reject
goest,reject
gogos,reject
gompa,guess
gonad,answer
goony,reject
goral,reject
gouty,answer
gramp,reject
grana,reject
griot,reject
grody,reject
gular,reject
gulet,reject
gumma,reject
gunge,reject
gunky,reject
gurry,reject
gushy,answer
gussy,answer
gutty,reject
guyed,guess
gyoza,answer
haint,guess
hakea,reject
haled,guess
halfa,reject
halma,reject
halon,reject
halva,reject
hangi,reject
haole,reject
hapax,reject
haply,reject
hared,guess
hawed,answer
hawse,reject
hazan,reject
hecks,reject
heder,reject
helos,guess
helot,guess
hemin,reject
henge,reject
herma,reject
hewed,answer
hewer,guess
hexed,answer
hexer,reject
hexyl,reject
hilar,reject
hilum,reject
hinky,answer
hinny,reject
hirer,guess
hived,answer
hoagy,answer
hollo,reject
holms,reject
holon,reject
holts,answer
honer,guess
hooey,answer
hooty,reject
hoper,guess
hoser,guess
hosta,guess
hotty,reject
huger,guess
humpy,reject
hurly,answer
hurra,guess
hyphy,reject
hyrax,answer
hyson,reject
icers,guess
ichor,guess
icily,answer
ictal,reject
ictus,reject
ileal,reject
ileum,reject
ileus,reject
iller,guess
imbed,answer
imide,reject
imine,reject
imino,reject
inapt,answer
incog,guess
incus,reject
indol,reject
indri,reject
infix,answer
inker,answer
inkle,reject
inure,answer
invar,reject
ippon,reject
iroko,reject
izard,reject
jabot,reject
jambe,reject
jambu,reject
jarls,guess
jemmy,guess
jibed,guess
jills,guess
jingo,answer
jinni,guess
jinns,guess
jived,answer
joeys,guess
jowar,reject
jowly,answer
jugal,reject
juked,guess
junco,reject
junto,guess
jurat,reject
justs,answer
kabab,reject
kabob,guess
kalif,reject
kalpa,reject
kames,reject
kapok,answer
karri,reject
katas,reject
katti,reject
kauri,guess
kedge,guess
keech,reject
keema,reject
kemps,reject
kempt,reject
kenaf,reject
kente,reject
khaya,reject
kheda,reject
kiang,reject
kibbe,reject
kicky,reject
kilim,guess
kilty,reject
kindy,reject
kippa,reject
kivas,guess
klick,reject
klieg,guess
klong,reject
kloof,guess
knish,answer
koban,reject
kofta,reject
koine,reject
kombu,reject
koori,reject
kopek,reject
kopje,guess
korat,reject
korma,answer
kraal,guess
krait,answer
krewe,guess
kukri,reject
kulak,guess
kvass,reject
kylin,reject
kylix,reject
lades,reject
lahar,reject
laksa,answer
lamed,guess
lardy,reject
lares,reject
lathi,guess
latke,answer
laves,guess
laxer,guess
laxly,guess
lazed,guess
leavy,reject
lenis,reject
letch,guess
letup,answer
liard,reject
licit,answer
liers,guess
liker,guess
limed,guess
litas,reject
