aargh,keep
abaca,keep
abaci,keep
abaft,keep
aband,reject
abase,keep
abash,keep
abbes,keep
abeam,keep
abele,keep
abets,keep
abler,keep
ables,keep
ablow,reject
abord,reject
abrin,keep
abuna,reject
abune,reject
acari,keep
acers,keep
achar,reject
achoo,keep
acini,keep
ackee,keep
acnes,keep
acock,reject
adays,reject
addax,keep
addio,reject
addle,keep
adhan,reject
adits,keep
adman,keep
admen,keep
adown,reject
adzes,keep
aeros,keep
aesir,reject
afars,keep
afros,keep
agama,keep
agami,keep
agila,reject
agios,keep
agita,keep
aglet,keep
agoge,reject
agone,keep
agood,reject
agria,reject
agrin,reject
ahigh,reject
aider,keep
ailed,keep
airer,keep
airth,reject
aitch,keep
ajuga,keep
akela,reject
aking,reject
alack,keep
alane,reject
alang,reject
alary,keep
alate,keep
albas,keep
aldea,reject
aldol,keep
alecs,keep
alfas,keep
algor,keep
alist,reject
alkyd,keep
almah,reject
aloes,keep
alula,keep
amain,keep
amate,reject
ambos,keep
ambry,keep
ameba,keep
amens,keep
ament,keep
amias,keep
amice,keep
amido,keep
amies,keep
amirs,keep
ammos,reject
amnio,keep
amole,keep
anana,reject
ancho,keep
ancon,keep
anele,keep
angas,reject
anile,keep
animi,reject
annal,keep
anole,keep
anted,keep
antra,keep
anyon,reject
apert,reject
apian,keep
apish,keep
aport,keep
appal,keep
appro,keep
appui,keep
apses,keep
apsis,keep
apted,reject
apter,keep
aquae,reject
aquas,keep
araba,reject
arced,keep
arcus,reject
areca,keep
arene,keep
arepa,keep
arete,keep
argal,reject
argol,keep
argot,keep
arhat,reject
ariki,reject
arils,keep
armer,reject
aroha,reject
aroid,keep
arrah,keep
arret,keep
arsey,keep
arsis,keep
artel,keep
arval,keep
ascus,keep
asdic,keep
ashed,keep
asper,keep
aspis,keep
assai,keep
assez,reject
astir,keep
atomy,keep
atony,keep
atopy,keep
aulas,keep
aulic,keep
aulos,keep
aures,keep
auris,keep
avens,keep
avers,keep
avgas,keep
avion,reject
aviso,keep
avows,keep
awing,keep
axels,keep
axion,keep
axman,keep
ayahs,keep
azido,keep
azoic,keep
azole,keep
azote,keep
azoth,keep
azuki,keep
baals,keep
babas,keep
babka,keep
baboo,keep
babul,keep
babus,keep
bacco,reject
baccy,keep
bachs,reject
baddy,keep
bahts,keep
bahut,reject
baith,keep
baize,keep
bajra,keep
baken,reject
bakra,reject
balas,keep
balds,reject
baled,keep
balky,keep
balun,keep
bancs,keep
bania,reject
bants,keep
banty,keep
banya,keep
barby,reject
barde,reject
bardy,reject
barer,keep
barfs,keep
baric,keep
barky,keep
barny,reject
barye,keep
basan,keep
basen,reject
basij,reject
basks,keep
bason,keep
bassy,reject
basto,keep
basts,keep
batta,keep
bavin,keep
bawds,keep
bawls,keep
bayed,keep
bayle,reject
bazoo,keep
beaky,keep
beamy,keep
beany,keep
beare,reject
beath,reject
beaus,keep
becke,reject
bedel,keep
bedes,reject
beedi,keep
begot,keep
bekah,reject
belah,reject
belar,reject
belga,reject
belon,reject
benga,keep
benis,reject
benne,keep
benni,keep
bents,keep
beres,reject
bergs,keep
berko,reject
besom,keep
beths,keep
beton,keep
bever,keep
bevor,keep
bevvy,keep
bhaji,keep
bhang,keep
bhoot,keep
bhuna,keep
bialy,keep
bibbs,keep
bided,keep
bides,keep
bidis,keep
bidon,keep
bield,keep
biers,keep
biffo,reject
biffs,keep
bifid,keep
bigha,keep
bigos,keep
bikie,keep
bilby,keep
bimah,keep
biner,keep
bines,keep
bings,keep
biros,keep
birse,keep
bitou,reject
bitts,keep
bivvy,keep
bizzy,reject
blabs,keep
blady,keep
blahs,keep
blash,reject
blebs,keep
blees,reject
blent,keep
blini,keep
blive,reject
blook,reject
blore,reject
blowy,keep
blubs,keep
bluet,keep
boart,keep
bobak,keep
bocca,reject
bocci,keep
