sowle,reject
sozin,reject
spacy,keep
spang,keep
spart,reject
spays,keep
spaza,reject
spazz,reject
speal,reject
spean,keep
speel,reject
speir,reject
spick,reject
spics,reject
spide,reject
spier,keep
spiff,keep
spile,keep
spirt,keep
spivs,keep
spode,reject
sprag,keep
sprat,keep
spred,reject
sprog,keep
spume,keep
squab,keep
squiz,reject
stagy,keep
stane,reject
starn,reject
stear,reject
stede,reject
steek,reject
steem,reject
steil,reject
stens,keep
stept,reject
stere,keep
stets,keep
stewy,keep
sties,keep
stims,keep
stipa,keep
stirk,keep
stive,keep
stoep,reject
stong,reject
stonk,keep
stook,keep
stope,keep
stopt,reject
stoss,keep
stoup,keep
stows,keep
strad,reject
strew,keep
stria,keep
strim,keep
strow,reject
stroy,reject
stude,reject
stull,keep
stumm,reject
stupe,keep
sture,reject
styes,keep
styli,keep
stylo,reject
subah,reject
subby,keep
suber,keep
subha,reject
succi,keep
sudsy,keep
sugan,reject
sulci,keep
sulfa,keep
sulfo,reject
sulks,keep
sumos,keep
sumps,keep
sunup,keep
sural,keep
suras,keep
surds,keep
sured,reject
sures,reject
surfy,keep
surra,keep
sutor,reject
swage,keep
swags,keep
swail,reject
swang,keep
sward,keep
sware,reject
swarf,keep
sweed,reject
swigs,keep
swink,reject
swith,reject
swots,keep
sylph,keep
syren,reject
sysop,keep
sythe,reject
tabes,keep
tabid,keep
tabun,reject
tabus,keep
tacan,keep
tacet,keep
tacho,keep
tacts,keep
tains,reject
taira,reject
takas,keep
talak,reject
talaq,keep
talar,keep
talas,reject
talea,keep
taler,keep
talls,reject
talma,keep
talpa,keep
tamal,keep
tamin,reject
tamis,keep
tamps,keep
tanas,keep
tangi,reject
tangs,keep
tanky,reject
tanti,reject
tapis,keep
tappa,keep
tardo,reject
tares,keep
targe,keep
tarns,keep
tarok,keep
taros,keep
tarsi,keep
tarty,keep
tasse,keep
tates,reject
tatou,reject
taube,reject
tavas,reject
tawas,keep
tawse,keep
taxol,reject
taxus,keep
tazza,keep
teals,keep
tecta,keep
teers,reject
tegus,keep
teles,keep
telia,keep
telic,keep
temes,reject
tempi,keep
tendu,keep
tenes,reject
tenge,keep
tenia,keep
tenne,keep
tenno,reject
tenny,keep
tenue,keep
teras,reject
terce,keep
terek,reject
teres,keep
terfs,reject
terga,keep
terne,keep
teste,keep
tetes,reject
thack,reject
thale,reject
thali,keep
thans,reject
thebe,keep
theca,keep
theed,reject
theek,reject
thees,reject
thegn,keep
thens,reject
thete,reject
thigs,reject
thill,keep
thole,keep
thoro,reject
thous,reject
thrid,reject
thrip,keep
throe,keep
thrum,keep
thuds,keep
thuja,keep
thurl,keep
tical,keep
tichy,reject
tided,reject
tiffs,keep
tiges,reject
tikes,keep
tikis,keep
tiler,keep
tilth,keep
timbo,reject
timps,reject
tinas,reject
tinct,reject
tined,keep
tinks,reject
tipis,keep
tiros,keep
titch,keep
titis,keep
titre,keep
tocks,reject
toffs,keep
tofts,keep
togas,keep
toile,keep
toing,keep
toits,reject
tokay,keep
toked,keep
toker,keep
tokes,keep
tolan,keep
tolar,keep
tolas,keep
toles,keep
tolly,reject
toman,keep
tomos,reject
tondo,keep
tonus,keep
tooms,reject
toper,keep
topes,keep
tophi,keep
topoi,keep
toppy,reject
toran,keep
toras,reject
tores,reject
toric,keep
torse,keep
toted,keep
toter,keep
totty,keep
touse,keep
towny,keep
towse,keep
toyon,keep
trads,keep
tragi,keep
trank,keep
tranq,keep
trapt,reject
trave,keep
treck,reject
treed,keep
treen,keep
trema,keep
trews,keep
treys,keep
triac,keep
trigo,reject
trigs,keep
triol,keep
troad,reject
trogs,reject
trona,keep
tronc,reject
trone,keep
trons,reject
trows,keep
troys,keep
trued,keep
trues,keep
trull,keep
tsuba,keep
tuart,keep
tuath,reject
tubas,keep
tuffs,reject
tufty,keep
tules,keep
tulpa,keep
tumid,keep
