wined,guess
wiped,guess
wiper,answer
wired,guess
wised,guess
wiser,guess
wispy,answer
witch,answer
withe,guess
witty,answer
woken,guess
woman,answer
wonga,guess
wonky,answer
woody,guess
wooed,guess
wooly,guess
woops,guess
woozy,answer
wordy,answer
world,answer
wormy,guess
worry,answer
worse,guess
worst,guess
worth,answer
would,answer
wound,answer
woven,guess
wowed,guess
wrack,guess
wrath,answer
wreak,answer
wreck,answer
wrest,guess
wring,answer
wrist,answer
write,answer
wrong,answer
wrote,guess
wroth,reject
wrung,guess
wryly,guess
wurst,guess
wushu,reject
xenia,reject
xenon,answer
xerox,reject
xylem,guess
yacht,answer
yager,reject
yahoo,guess
yates,reject
yeahs,guess
yearn,answer
yeast,answer
yerba,guess
yield,answer
yikes,guess
yodel,answer
yogic,guess
yoked,guess
young,answer
yours,guess
youse,reject
youth,answer
yucca,answer
yucky,answer
yummy,answer
zacks,reject
zaire,reject
zakat,guess
zaman,reject
zebra,answer
zesty,answer
zilch,answer
zilla,reject
zines,guess
zinke,reject
zippo,reject
zippy,answer
zloty,guess
zonal,guess
zoned,guess
zooey,reject
zorro,reject
